数据源	文本序号	文本	Opinion 列表	Opinion：ACOS列表
laptop_quad_train	1139.0	looks brand new and the battery life lasts a long time ( see photos )	2,3; -1,-1; 	2,3:[-1,-1 LAPTOP#DESIGN_FEATURES 2 2,3]; -1,-1:[5,7 BATTERY#QUALITY 2 -1,-1]; 
laptop_quad_train	1140.0	i always was a huge fan of apple and i always thought the price on the macbook pros were too steep but i finally took the plunge and i ' m satisfied .	31,32; 	31,32:[16,18 LAPTOP#PRICE 0 31,32]; 
laptop_quad_train	1141.0	the seller ' s customer service was great very fast response time and the computer came packaged really well , in original box and it great shape .	25,26; 9,10; 	25,26:[4,6 SUPPORT#GENERAL 2 25,26]; 9,10:[4,6 SUPPORT#GENERAL 2 9,10]; 
laptop_quad_train	1142.0	if you ' re thinking about this or the 2016 version i ' d stick with this for now .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_train	1143.0	the 13 ` ` is a good weight .	6,7; 	6,7:[-1,-1 LAPTOP#DESIGN_FEATURES 2 6,7]; 
laptop_quad_train	1144.0	screen resolution super ( retina ) .	2,3; 	2,3:[0,2 DISPLAY#QUALITY 2 2,3]; 
laptop_quad_train	1145.0	the display is beautiful and the amount if software you get makes it worth the price !	3,4; 13,14; 	3,4:[1,2 DISPLAY#GENERAL 2 3,4]; 13,14:[8,9 SOFTWARE#PRICE 2 13,14]; 
laptop_quad_train	1146.0	mac is life , but i take one star away for the price .	-1,-1; 	-1,-1:[0,1 LAPTOP#GENERAL 2 -1,-1, -1,-1 LAPTOP#PRICE 0 -1,-1]; 
laptop_quad_train	1147.0	it boots up instantaneously .	3,4; 	3,4:[1,3 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 
laptop_quad_train	1148.0	my father is very satisfied with this laptop	4,5; 	4,5:[7,8 LAPTOP#GENERAL 2 4,5]; 
laptop_quad_train	1149.0	it came exactly as advertised .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_train	1150.0	it is a small , light , powerful device that until 2016 seemed custom fit for content creators , photographers , and other such lines of work or hobbies .	3,4; 5,6; 7,8; 	3,4:[8,9 LAPTOP#DESIGN_FEATURES 2 3,4]; 5,6:[8,9 LAPTOP#DESIGN_FEATURES 2 5,6]; 7,8:[8,9 LAPTOP#DESIGN_FEATURES 2 7,8]; 
laptop_quad_train	1151.0	it is expensive , but it is absolutely , positively worth it .	2,3; 10,11; 	2,3:[-1,-1 LAPTOP#PRICE 0 2,3]; 10,11:[-1,-1 LAPTOP#GENERAL 2 10,11]; 
laptop_quad_train	1152.0	the new pro model is very light and compact , and can easily be carried around with you every day .	6,7; 8,9; 12,15; 	6,7:[2,4 LAPTOP#DESIGN_FEATURES 2 6,7]; 8,9:[2,4 LAPTOP#DESIGN_FEATURES 2 8,9]; 12,15:[2,4 LAPTOP#PORTABILITY 2 12,15]; 
laptop_quad_train	1153.0	the display is amazing and the new force click trackpad is an awesome addition .	3,4; 12,13; 	3,4:[1,2 DISPLAY#OPERATION_PERFORMANCE 2 3,4]; 12,13:[7,10 KEYBOARD#GENERAL 2 12,13]; 
laptop_quad_train	1154.0	it ' s a little weird at first , knowing that the button isn ' t actually moving when you click down , but you definitely get used to it .	-1,-1; 	-1,-1:[12,13 KEYBOARD#OPERATION_PERFORMANCE 1 -1,-1]; 
laptop_quad_train	1155.0	the mac pro is also very fast , and i have only experienced the rainbow wheel once or twice whenever i was on a website that wasn ' t responding .	6,7; 	6,7:[1,3 LAPTOP#OPERATION_PERFORMANCE 2 6,7]; 
laptop_quad_train	1156.0	but so far this laptop has been up to its expectations .	-1,-1; 	-1,-1:[4,5 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_train	1157.0	great computer but to took a while to adjust to not having as much memory as my last laptop .	0,1; -1,-1; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; -1,-1:[14,15 MEMORY#GENERAL 0 -1,-1]; 
laptop_quad_train	1158.0	has a long battery life .	2,3; 	2,3:[3,5 BATTERY#OPERATION_PERFORMANCE 2 2,3]; 
laptop_quad_train	1159.0	i like everything about this macpro .	1,2; 	1,2:[5,6 LAPTOP#GENERAL 2 1,2]; 
laptop_quad_train	1160.0	stable , long battery life , and great build .	0,1; 2,3; 7,8; 	0,1:[3,5 BATTERY#QUALITY 2 0,1]; 2,3:[3,5 BATTERY#QUALITY 2 2,3]; 7,8:[8,9 LAPTOP#DESIGN_FEATURES 2 7,8]; 
laptop_quad_train	1161.0	as of now , highly recommended refurbished products	5,6; 	5,6:[7,8 LAPTOP#GENERAL 2 5,6]; 
laptop_quad_train	1162.0	the new retina is amazing and the speed is awesome .	4,5; 9,10; 	4,5:[2,3 DISPLAY#OPERATION_PERFORMANCE 2 4,5]; 9,10:[7,8 CPU#OPERATION_PERFORMANCE 2 9,10]; 
laptop_quad_train	1163.0	the only detail that i have to reproach is that the connection cables are a little dirty , but in acceptable condition .	16,17; 20,21; 	16,17:[11,13 PORTS#QUALITY 1 16,17]; 20,21:[11,13 PORTS#QUALITY 1 20,21]; 
laptop_quad_train	1164.0	love this mac book pro .	0,1; 	0,1:[2,5 LAPTOP#GENERAL 2 0,1]; 
laptop_quad_train	1165.0	well macbook is no less than expected .	0,1; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; 
laptop_quad_train	1166.0	this new generation macbook has a fast processor , great retina display , 13 inch high resolution screen , great compatibility and many more .	6,7; 19,20; 15,16; -1,-1; 	6,7:[7,8 CPU#OPERATION_PERFORMANCE 2 6,7]; 19,20:[10,12 DISPLAY#GENERAL 2 19,20]; 15,16:[17,18 DISPLAY#QUALITY 2 15,16]; -1,-1:[20,21 LAPTOP#USABILITY 2 -1,-1]; 
laptop_quad_train	1167.0	crisp screen .	0,1; 	0,1:[1,2 DISPLAY#QUALITY 2 0,1]; 
laptop_quad_train	1168.0	i have had this computer for almost a year now and i love it .	12,13; 	12,13:[4,5 LAPTOP#GENERAL 2 12,13]; 
laptop_quad_train	1169.0	i have used it for business and school and wouldn ' t want any other computer for the job .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_train	1170.0	i love this laptop .	1,2; 	1,2:[3,4 LAPTOP#GENERAL 2 1,2]; 
laptop_quad_train	1171.0	mac really knows how to build a good dev laptop	7,8; 	7,8:[0,1 COMPANY#GENERAL 2 7,8]; 
laptop_quad_train	1172.0	im thrilled with my mac .	1,2; 	1,2:[4,5 LAPTOP#GENERAL 2 1,2]; 
laptop_quad_train	1173.0	i was a bit apprehensive at first will ordering such an expensive item online , but it was delivered in perfect new condition .	11,12; 20,21; 	11,12:[12,13 LAPTOP#PRICE 0 11,12]; 20,21:[12,13 SHIPPING#QUALITY 0 20,21]; 
laptop_quad_train	1174.0	i think i will forever be a mac user from now on , it is an awesome product !	16,17; 	16,17:[17,18 LAPTOP#GENERAL 2 16,17]; 
laptop_quad_train	1175.0	wonderful machine fast , clean , solid i have to said that this guy i fell from my hands the first day i use , goes to the floor and nothing happens screen is perfect and nothing is damage !	0,1; 2,3; 4,5; 6,7; 34,35; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; 2,3:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 2,3]; 4,5:[1,2 LAPTOP#DESIGN_FEATURES 2 4,5]; 6,7:[1,2 LAPTOP#DESIGN_FEATURES 2 6,7]; 34,35:[32,33 DISPLAY#GENERAL 2 34,35]; 
laptop_quad_train	1176.0	this is my first macbook pro i ' m impress !	9,10; 	9,10:[4,6 LAPTOP#GENERAL 2 9,10]; 
laptop_quad_train	1177.0	i love this mac .	1,2; 	1,2:[3,4 LAPTOP#GENERAL 2 1,2]; 
laptop_quad_train	1178.0	received on time and the packaging assured that if those ups drivers dropped my computer , it would t damage it .	-1,-1; 	-1,-1:[-1,-1 SHIPPING#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_train	1179.0	the computer itself is as stated and i received at a price my husband and i were both happy with .	18,19; 	18,19:[1,2 LAPTOP#PRICE 2 18,19]; 
laptop_quad_train	1180.0	fast shipping .	0,1; 	0,1:[1,2 SHIPPING#OPERATION_PERFORMANCE 2 0,1]; 
laptop_quad_train	1181.0	what an excellent computer .	2,3; 	2,3:[3,4 LAPTOP#GENERAL 2 2,3]; 
laptop_quad_train	1182.0	as a refurbished item it was indistinguishable from a new item .	-1,-1; 	-1,-1:[10,11 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_train	1183.0	condition even better then i expect .	2,3; 	2,3:[0,1 LAPTOP#GENERAL 2 2,3]; 
laptop_quad_train	1184.0	the mac works like a new one .	-1,-1; 	-1,-1:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_train	1185.0	great laptop , excellent quality , definitely meets my expectations .	0,1; 3,4; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; 3,4:[1,2 LAPTOP#QUALITY 2 3,4]; 
laptop_quad_train	1186.0	the macbook was delivered soon and it is exactly as described	-1,-1; 	-1,-1:[-1,-1 SHIPPING#OPERATION_PERFORMANCE 2 -1,-1, 1,2 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_train	1187.0	i love this computer .	1,2; 	1,2:[3,4 LAPTOP#GENERAL 2 1,2, 3,4 LAPTOP#GENERAL 2 1,2]; 
laptop_quad_train	1188.0	it has been great for everything i ' ve done .	3,4; 	3,4:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 
laptop_quad_train	1189.0	i would like to have more storage capacity but the ssd boots this laptop up in a matter of seconds .	-1,-1; 	-1,-1:[10,11 HARD_DISC#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_train	1190.0	great price for a brand new product .	0,1; 	0,1:[-1,-1 LAPTOP#PRICE 2 0,1]; 
laptop_quad_train	1191.0	now i keep seeing headlines for bad battery life and other woes for the 2016 edition and feel extra satisfied by my choice .	6,7; 	6,7:[7,9 BATTERY#QUALITY 0 6,7]; 
laptop_quad_train	1192.0	slim , very fast , great screen , lightweight , solid state drives , great battery ( even though it burns the battery life when i play my flight simulator due to processing demands of the graphics ! )	0,1; 3,4; 14,15; 8,9; -1,-1; 	0,1:[-1,-1 LAPTOP#DESIGN_FEATURES 2 0,1]; 3,4:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 14,15:[6,7 DISPLAY#GENERAL 2 14,15]; 8,9:[-1,-1 LAPTOP#DESIGN_FEATURES 2 8,9]; -1,-1:[15,16 BATTERY#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_train	1193.0	it ' s a great computer .	4,5; 	4,5:[5,6 LAPTOP#GENERAL 2 4,5]; 
laptop_quad_train	1194.0	the pro is by far the best .	6,7; 	6,7:[1,2 LAPTOP#GENERAL 2 6,7]; 
laptop_quad_train	1195.0	the retina screen does an excellent job of not tiring my eyes after a long day of computer work .	5,6; 	5,6:[1,3 DISPLAY#OPERATION_PERFORMANCE 2 5,6]; 
laptop_quad_train	1196.0	i am very pleased with this version of the mac and hope i never have to upgrade again because this is by far the best !	3,4; 24,25; 	3,4:[9,10 LAPTOP#GENERAL 2 3,4]; 24,25:[9,10 LAPTOP#GENERAL 2 24,25]; 
laptop_quad_train	1197.0	if you ' re coming from a pc you ' ll love the battery .	11,12; 	11,12:[13,14 BATTERY#GENERAL 2 11,12]; 
laptop_quad_train	1198.0	1 - itunes match ( $ 25 / yr i believe ) keeps all of your music synced across all of your ios devices with no limit .	-1,-1; 	-1,-1:[2,4 SOFTWARE#GENERAL 2 -1,-1]; 
laptop_quad_train	1199.0	the screen display is absolutely amazing and totally blows me away .	5,6; 	5,6:[1,3 DISPLAY#GENERAL 2 5,6]; 
laptop_quad_train	1200.0	january 21 , 2016 update : i love this laptop even more than before .	7,8; 	7,8:[9,10 LAPTOP#GENERAL 2 7,8]; 
laptop_quad_train	1201.0	feel totally comfortable with it , and will never go back to a pc .	2,3; 	2,3:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 2,3]; 
laptop_quad_train	1202.0	it has been super easy to become familiar with it ; the more i use it , the more i appreciate it !	4,5; 20,21; 	4,5:[-1,-1 LAPTOP#USABILITY 2 4,5]; 20,21:[-1,-1 LAPTOP#GENERAL 2 20,21]; 
laptop_quad_train	1203.0	this laptop is incredibly lightweight and slim ( ultimately won me over after years of lugging around a whopping 5lb levono ) .	4,5; 6,7; 	4,5:[1,2 LAPTOP#DESIGN_FEATURES 2 4,5]; 6,7:[1,2 LAPTOP#DESIGN_FEATURES 2 6,7]; 
laptop_quad_train	1204.0	i hate the new keyboard the newer version comes with .	1,2; 	1,2:[4,5 KEYBOARD#GENERAL 0 1,2]; 
laptop_quad_train	1205.0	the 2015 version has the old keyboard with keys that you can actually type on without the fear of a typo every other word .	-1,-1; 	-1,-1:[6,7 KEYBOARD#DESIGN_FEATURES 2 -1,-1]; 
laptop_quad_train	1206.0	the battery life ( so far ) is fairly true to the description and has lasted me 8 hours of constant use .	-1,-1; 	-1,-1:[1,3 BATTERY#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_train	1207.0	it ' s so much faster and the mac os is so much more secure .	5,6; 14,15; 	5,6:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 5,6]; 14,15:[8,10 OS#DESIGN_FEATURES 2 14,15]; 
laptop_quad_train	1208.0	love my new computer , there were some knicks on the outside but it works well	0,1; 15,16; 	0,1:[3,4 LAPTOP#GENERAL 2 0,1]; 15,16:[3,4 LAPTOP#OPERATION_PERFORMANCE 2 15,16]; 
laptop_quad_train	1209.0	this was exactly what i needed and it performs as new which is exactly what i expected as well .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_train	1210.0	i ' ve only had it for one day and the set up was easy , and all items delivered were present , will update over time !	14,15; 	14,15:[11,13 OS#USABILITY 2 14,15]; 
laptop_quad_train	1211.0	so i decided to use some of my christmas money to buy myself this one , and so far this is pretty awesome !	22,23; 	22,23:[-1,-1 LAPTOP#GENERAL 2 22,23]; 
laptop_quad_train	1212.0	it ' s a different computer overall due to the way you control certain things and what not , but that hasn ' t been a big deal .	-1,-1; 	-1,-1:[5,6 LAPTOP#OPERATION_PERFORMANCE 1 -1,-1]; 
laptop_quad_train	1213.0	i also like the display .	2,3; 	2,3:[4,5 DISPLAY#GENERAL 2 2,3]; 
laptop_quad_train	1214.0	the speakers on this model are really nice as well .	7,8; 	7,8:[1,2 MULTIMEDIA_DEVICES#GENERAL 2 7,8]; 
laptop_quad_train	1215.0	it ' s also awesome how the charger for this computer is magnetic .	4,5; 12,13; 	4,5:[7,8 POWER_SUPPLY#GENERAL 2 4,5]; 12,13:[7,8 POWER_SUPPLY#GENERAL 2 12,13]; 
laptop_quad_train	1216.0	overall , i ' m very happy i chose this model .	6,7; 	6,7:[10,11 LAPTOP#GENERAL 2 6,7]; 
laptop_quad_train	1217.0	definitely glad i purchased my mac .	1,2; 	1,2:[5,6 LAPTOP#GENERAL 2 1,2]; 
laptop_quad_train	1218.0	the display clarity is outstanding .	4,5; 	4,5:[1,3 DISPLAY#OPERATION_PERFORMANCE 2 4,5]; 
laptop_quad_train	1219.0	i am fully satisfied with the purchase and communication with the seller was great .	3,4; 13,14; 	3,4:[-1,-1 LAPTOP#GENERAL 2 3,4]; 13,14:[11,12 SUPPORT#GENERAL 2 13,14]; 
laptop_quad_train	1220.0	i love the mac .	1,2; 	1,2:[3,4 LAPTOP#GENERAL 2 1,2]; 
laptop_quad_train	1221.0	i love it , it is as shown on the picture	1,2; 	1,2:[-1,-1 LAPTOP#GENERAL 2 1,2]; 
laptop_quad_train	1222.0	it is a great laptop !	3,4; 	3,4:[4,5 LAPTOP#GENERAL 2 3,4]; 
laptop_quad_train	1223.0	beautiful display and runs fast !	0,1; 4,5; 	0,1:[1,2 DISPLAY#GENERAL 2 0,1]; 4,5:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 4,5]; 
laptop_quad_train	1224.0	a great laptop !	1,2; 	1,2:[2,3 LAPTOP#GENERAL 2 1,2]; 
laptop_quad_train	1225.0	awsome machine .	0,1; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; 
laptop_quad_train	1226.0	as expected from apple !	-1,-1; 	-1,-1:[3,4 COMPANY#GENERAL 2 -1,-1]; 
laptop_quad_train	1227.0	the best laptop i ever had including amazing retina display , light weighted , fast booting , high performance and prolong battery time .	1,2; 7,8; 11,12; 14,15; 17,18; -1,-1; 	1,2:[2,3 LAPTOP#GENERAL 2 1,2]; 7,8:[8,10 DISPLAY#GENERAL 2 7,8]; 11,12:[2,3 LAPTOP#DESIGN_FEATURES 2 11,12]; 14,15:[2,3 LAPTOP#OPERATION_PERFORMANCE 2 14,15]; 17,18:[2,3 LAPTOP#OPERATION_PERFORMANCE 2 17,18]; -1,-1:[21,22 BATTERY#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_train	1228.0	great item by apple as usual .	0,1; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; 
laptop_quad_train	1229.0	works exactly like it ' s supposed to work !	-1,-1; 	-1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_train	1230.0	a wonderful device with extremely clear display .	1,2; 5,6; 	1,2:[2,3 LAPTOP#GENERAL 2 1,2]; 5,6:[6,7 DISPLAY#GENERAL 2 5,6]; 
laptop_quad_train	1231.0	one year later and the laptop is still in great condition !	9,10; 	9,10:[5,6 LAPTOP#OPERATION_PERFORMANCE 2 9,10]; 
laptop_quad_train	1232.0	the macbook pro is everything i hoped for and more .	-1,-1; 	-1,-1:[1,3 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_train	1233.0	just made the move from pc to macbook !	-1,-1; 	-1,-1:[7,8 LAPTOP#GENERAL 1 -1,-1]; 
laptop_quad_train	1234.0	love my macbook , beautiful and use daily !	0,1; 4,5; 	0,1:[2,3 LAPTOP#GENERAL 2 0,1]; 4,5:[2,3 LAPTOP#GENERAL 2 4,5]; 
laptop_quad_train	1235.0	my 17 year old granddaughter loves it .	5,6; 	5,6:[-1,-1 LAPTOP#GENERAL 2 5,6]; 
laptop_quad_train	1236.0	the rig works better than advertised .	3,4; 	3,4:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 
laptop_quad_train	1237.0	it was as they advertised .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_train	1238.0	great little laptop .	0,1; 	0,1:[2,3 LAPTOP#OPERATION_PERFORMANCE 2 0,1]; 
laptop_quad_train	1239.0	latterly the best laptop i ' ve ever had , fast , powerful , stunning display , little problems with pairing bluetooth	2,3; 10,11; 12,13; 14,15; -1,-1; 	2,3:[3,4 LAPTOP#GENERAL 2 2,3]; 10,11:[3,4 LAPTOP#OPERATION_PERFORMANCE 2 10,11]; 12,13:[3,4 LAPTOP#OPERATION_PERFORMANCE 2 12,13]; 14,15:[15,16 DISPLAY#QUALITY 2 14,15]; -1,-1:[20,22 PORTS#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_train	1240.0	five stars with no doubt , thanks apple for such product	-1,-1; 	-1,-1:[7,8 COMPANY#GENERAL 2 -1,-1]; 
laptop_quad_train	1241.0	i would highly recommend this product if you want to get into music production like myself .	3,4; 	3,4:[5,6 LAPTOP#GENERAL 2 3,4]; 
laptop_quad_train	1242.0	elegant design combined good performance , this laptop is almost flawless .	0,1; -1,-1; 	0,1:[1,2 LAPTOP#DESIGN_FEATURES 2 0,1]; -1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 -1,-1, 6,8 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_train	1243.0	small light portable , excellent screen , very fast performance and soo quiet , does this have a fan ?	-1,-1; 8,9; 12,13; 	-1,-1:[5,6 DISPLAY#GENERAL 2 -1,-1]; 8,9:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 8,9]; 12,13:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 12,13]; 
laptop_quad_train	1244.0	the battery lasts me days .	-1,-1; 	-1,-1:[1,2 BATTERY#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_train	1245.0	this is a lovely product that i recommend for general use as a student , less so for gaming and storing whatnot .	3,4; 7,8; 	3,4:[4,5 LAPTOP#GENERAL 2 3,4]; 7,8:[4,5 LAPTOP#GENERAL 2 7,8]; 
laptop_quad_train	1246.0	love it .	0,1; 	0,1:[-1,-1 LAPTOP#GENERAL 2 0,1]; 
laptop_quad_train	1247.0	i love the mac laptops , they are durable , reliable , light with all day battery and have awesome designs .	1,2; 8,9; 10,11; 12,13; -1,-1; 19,20; 	1,2:[3,5 LAPTOP#GENERAL 2 1,2]; 8,9:[3,5 LAPTOP#OPERATION_PERFORMANCE 2 8,9]; 10,11:[3,5 LAPTOP#OPERATION_PERFORMANCE 2 10,11]; 12,13:[3,5 LAPTOP#DESIGN_FEATURES 2 12,13]; -1,-1:[16,17 BATTERY#DESIGN_FEATURES 2 -1,-1]; 19,20:[20,21 LAPTOP#DESIGN_FEATURES 2 19,20]; 
laptop_quad_train	1248.0	i love it .	1,2; 	1,2:[-1,-1 LAPTOP#GENERAL 2 1,2]; 
laptop_quad_train	1249.0	i am so excited about it and hope to see more of your products in the future !	3,4; 	3,4:[-1,-1 LAPTOP#GENERAL 2 3,4]; 
laptop_quad_train	1250.0	the best product .	1,2; 	1,2:[2,3 LAPTOP#GENERAL 2 1,2]; 
laptop_quad_train	1251.0	excellent packaging .	0,1; 	0,1:[-1,-1 SHIPPING#GENERAL 2 0,1]; 
laptop_quad_train	1252.0	fast delivery , brand new as expected .	0,1; 	0,1:[1,2 SHIPPING#QUALITY 2 0,1]; 
laptop_quad_train	1253.0	the keyboard and os takes some getting used to .	-1,-1; 	-1,-1:[1,2 KEYBOARD#USABILITY 1 -1,-1, 3,4 OS#USABILITY 1 -1,-1]; 
laptop_quad_train	1254.0	good quality all around hardware + software , of course that is what apple is known for .	0,1; -1,-1; 	0,1:[4,5 HARDWARE#QUALITY 2 0,1, 6,7 SOFTWARE#QUALITY 2 0,1]; -1,-1:[13,14 COMPANY#GENERAL 2 -1,-1]; 
laptop_quad_train	1255.0	very nicely packed in original box .	1,2; 	1,2:[-1,-1 SHIPPING#GENERAL 2 1,2]; 
laptop_quad_train	1256.0	computer came in good condition and at a good price .	8,9; -1,-1; 	8,9:[-1,-1 SHIPPING#GENERAL 2 8,9]; -1,-1:[0,1 SHIPPING#PRICE 2 -1,-1]; 
laptop_quad_train	1257.0	great value for money , the notebook is as good as new .	0,1; 9,10; 	0,1:[6,7 LAPTOP#PRICE 2 0,1]; 9,10:[6,7 LAPTOP#GENERAL 2 9,10]; 
laptop_quad_train	1258.0	works great !	1,2; 	1,2:[0,1 LAPTOP#OPERATION_PERFORMANCE 2 1,2]; 
laptop_quad_train	1259.0	i have had this laptop for about a month now and every time i turn it on , i am still blown away !	-1,-1; 	-1,-1:[4,5 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_train	1260.0	when i first got it in the mail and i opened it up and turned it on for the first time , i was a little speechless because the retina display looks so good !	33,34; 	33,34:[29,31 DISPLAY#GENERAL 2 33,34]; 
laptop_quad_train	1261.0	very clean computer everything looks brand new !	1,2; 	1,2:[2,3 LAPTOP#DESIGN_FEATURES 2 1,2]; 
laptop_quad_train	1262.0	what ' s not to like , it ' s an amazing machine .	11,12; 	11,12:[12,13 LAPTOP#GENERAL 2 11,12]; 
laptop_quad_train	1263.0	also the battery life is great and lasts me an entire day ( i ' m usually on it all day too )	5,6; 	5,6:[2,4 BATTERY#OPERATION_PERFORMANCE 2 5,6]; 
laptop_quad_train	1264.0	great purchase , quick shipping .	0,1; 3,4; 	0,1:[-1,-1 LAPTOP#GENERAL 2 0,1]; 3,4:[4,5 SHIPPING#GENERAL 2 3,4]; 
laptop_quad_train	1265.0	excellent quality and very fast delivery .	0,1; 4,5; 	0,1:[-1,-1 LAPTOP#QUALITY 2 0,1]; 4,5:[5,6 SHIPPING#GENERAL 2 4,5]; 
laptop_quad_train	1266.0	this laptop is absolutely everything i imagined .	-1,-1; 	-1,-1:[1,2 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_train	1267.0	the computer is very beautiful and very light .	4,5; 7,8; 	4,5:[1,2 LAPTOP#DESIGN_FEATURES 2 4,5]; 7,8:[1,2 LAPTOP#DESIGN_FEATURES 2 7,8]; 
laptop_quad_train	1268.0	the retina display is stunning .	4,5; 	4,5:[1,3 DISPLAY#GENERAL 2 4,5]; 
laptop_quad_train	1269.0	this computer is amazing .	3,4; 	3,4:[1,2 LAPTOP#GENERAL 2 3,4]; 
laptop_quad_train	1270.0	the battery life is outstanding .	4,5; 	4,5:[1,3 BATTERY#GENERAL 2 4,5]; 
laptop_quad_train	1271.0	the internal flash memory is like greased lightning .	-1,-1; 	-1,-1:[2,4 MEMORY#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_train	1272.0	i was super worried that touching the keyboard when it was in tablet mode would cause it to switch back to laptop mode , but it looks like once you move the screen back past like 180 degrees , it goes into full touchscreen .	3,4; 	3,4:[7,8 KEYBOARD#USABILITY 0 3,4]; 
laptop_quad_train	1273.0	if you purchase this product , go into it with realistic expectations and patience getting familiar with the setup and you ' ll probably love it , too !	24,25; 	24,25:[4,5 LAPTOP#GENERAL 2 24,25]; 
laptop_quad_train	1274.0	i bought this chromebook on the prime day deal , but even without $ 60 off it would still have been worth the money .	21,22; 	21,22:[3,4 LAPTOP#PRICE 2 21,22]; 
laptop_quad_train	1275.0	it looks way better in person than in the pictures .	3,4; 	3,4:[-1,-1 LAPTOP#DESIGN_FEATURES 2 3,4]; 
laptop_quad_train	1276.0	since you have access to android apps on the google play store , you don ' t have to rely solely on the chrome browser to access apps .	-1,-1; 	-1,-1:[5,7 SOFTWARE#GENERAL 1 -1,-1]; 
laptop_quad_train	1277.0	i haven ' t had issues with the track pad as others have .	-1,-1; 	-1,-1:[8,10 HARDWARE#USABILITY 1 -1,-1]; 
laptop_quad_train	1278.0	i also bought a wireless mouse , which paired perfectly .	9,10; 	9,10:[4,6 KEYBOARD#GENERAL 2 9,10]; 
laptop_quad_train	1279.0	do your research , learn how to optimize your experience , and you ' ll love it !	15,16; 	15,16:[-1,-1 LAPTOP#GENERAL 2 15,16]; 
laptop_quad_train	1280.0	well , i have to say , i ' m fairly impressed with my new chrome flipbook !	11,12; 	11,12:[15,17 LAPTOP#GENERAL 2 11,12]; 
laptop_quad_train	1281.0	and the blue mail email app handles my multiple emails from multiple domains .	-1,-1; 	-1,-1:[2,6 SOFTWARE#USABILITY 2 -1,-1]; 
laptop_quad_train	1282.0	i ' ve used it for 3 days and still have n ' t plugged it in !	-1,-1; 	-1,-1:[-1,-1 BATTERY#QUALITY 2 -1,-1]; 
laptop_quad_train	1283.0	it ' s fast , secure , easy to use ( even as a tech geek , it ' s nice knowing something ' s just going to work ) .	3,4; 20,21; 7,8; 	3,4:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 20,21:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 20,21]; 7,8:[-1,-1 LAPTOP#USABILITY 2 7,8]; 
laptop_quad_train	1284.0	i ' m a writer , and this has easily become my main computer for both work and play ( google docs easily replaces word , and android apps make it much better for gaming than i originally expected ) .	-1,-1; 32,33; 	-1,-1:[-1,-1 LAPTOP#USABILITY 2 -1,-1]; 32,33:[27,29 SOFTWARE#USABILITY 2 32,33]; 
laptop_quad_train	1285.0	the battery life is great ( i get about 9 hours ) .	4,5; 	4,5:[1,3 BATTERY#GENERAL 2 4,5]; 
