数据源	文本序号	文本	Opinion 列表(人工)	Opinion：ACOS列表(人工)	MPQA
laptop_quad_test	252.0	this isn ' t say the acer is bad in the abstract ; far from it .	-1,-1; 	-1,-1:[6,7 COMPANY#GENERAL 2 -1,-1]; 	{ 1 8,9 6,7 ;}
laptop_quad_test	253.0	it has a nice , oversize trackpad that - like pretty much all chromebooks - is responsive and a pleasure to use .	3,4; 5,6; 16,17; 19,20; 	3,4:[6,7 KEYBOARD#DESIGN_FEATURES 2 3,4]; 5,6:[6,7 KEYBOARD#DESIGN_FEATURES 2 5,6]; 16,17:[6,7 KEYBOARD#OPERATION_PERFORMANCE 2 16,17]; 19,20:[6,7 KEYBOARD#OPERATION_PERFORMANCE 2 19,20]; 	{ 1 3,4 13,14 ; 1 3,4 6,7 ;}
laptop_quad_test	254.0	the performance never lags , it meets the 10 - 12 hour battery life promise in my usage tests , and it ' s quickly become my go - to computer for both home and work .	-1,-1; 	-1,-1:[12,14 BATTERY#OPERATION_PERFORMANCE 2 -1,-1]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	255.0	this unit not only has a nice aluminum shell ( which is very attractive ) , but it also has a decent keyboard , with much better tactile properties than any chromebooks i ' ve looked at in the past .	6,7; 13,14; 21,22; 26,27; 	6,7:[7,9 LAPTOP#DESIGN_FEATURES 2 6,7]; 13,14:[7,9 LAPTOP#DESIGN_FEATURES 2 13,14]; 21,22:[22,23 LAPTOP#DESIGN_FEATURES 2 21,22]; 26,27:[22,23 LAPTOP#DESIGN_FEATURES 2 26,27]; 	{ 1 26,27 1,2 ; 1 26,27 28,29 ;}
laptop_quad_test	256.0	when i was comparing this model against other manufacturer ' s / model ' s , the only thing that made me pause was the lack of a card reader / writer .	-1,-1; 	-1,-1:[28,32 PORTS#GENERAL 0 -1,-1]; 	{ -1 25,26 28,32 ;}
laptop_quad_test	257.0	i love it !	1,2; 	1,2:[-1,-1 LAPTOP#GENERAL 2 1,2]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	258.0	this isn ' t a powerhouse , i ' ve never pushed it , it probably wouldn ' t handle the 20 + tabs over multiple windows / desktops that i ' m used to on chrome on the desktop , but for 99 % of ` ` regular people ` ` this is an unbelievably good laptop .	56,57; 	56,57:[12,13 LAPTOP#OPERATION_PERFORMANCE 2 56,57]; 	{ 1 56,57 5,6 ; 1 56,57 57,58 ;}
laptop_quad_test	259.0	the battery life is incredible and charges from 0 % to 100 % in about an hour and a half while in use .	4,5; 	4,5:[1,3 BATTERY#OPERATION_PERFORMANCE 2 4,5]; 	{ 1 4,5 1,3 ;}
laptop_quad_test	260.0	overall , it performs well enough for my daily internet needs .	4,5; 	4,5:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 4,5]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	261.0	my only wish is that it were a little more quick / less laggy given it is a chromebook - but for the price point its a great buy .	27,28; 	27,28:[-1,-1 LAPTOP#PRICE 2 27,28]; 	{ 1 27,28 1,2 ; 1 27,28 8,14 ; 1 27,28 18,19 ;}
laptop_quad_test	262.0	little bit of a learning curve with chrome os .	-1,-1; 	-1,-1:[7,9 OS#GENERAL 0 -1,-1]; 	{ -1 4,5 5,6 ;}
laptop_quad_test	263.0	so it appears the play store does not recognize this devise at this time .	-1,-1; 	-1,-1:[10,11 LAPTOP#USABILITY 0 -1,-1]; 	{ -1 -1,-1 4,6 ;}
laptop_quad_test	264.0	chromebook seems like the kind of device that you review after a few weeks , and by the time anything happens to it that affects use , the replacement will be just as much or cheaper , twice as powerful , and come with ` ` angry birds ` ` installed by default .	-1,-1; 	-1,-1:[0,1 LAPTOP#GENERAL 0 -1,-1]; 	{ -1 46,47 28,29 ; -1 46,47 47,48 ;}
laptop_quad_test	265.0	the hdmi and usb ports are on the left side , the back has no ports at all , and , misery !	21,22; 	21,22:[1,5 PORTS#DESIGN_FEATURES 0 21,22]; 	{ -1 21,22 12,13 ;}
laptop_quad_test	266.0	the initial feel for this chromebook is superb .	7,8; 	7,8:[5,6 LAPTOP#GENERAL 2 7,8]; 	{ 1 7,8 -1,-1 ;}
laptop_quad_test	267.0	the quad - core celeron n3160 gets a respectable near - 8000 octane score .	8,9; 	8,9:[1,6 CPU#OPERATION_PERFORMANCE 2 8,9]; 	{ 1 8,9 1,6 ; 1 8,9 12,14 ;}
laptop_quad_test	268.0	this is a solid , well - balanced design .	3,4; 5,8; 	3,4:[8,9 LAPTOP#DESIGN_FEATURES 2 3,4]; 5,8:[8,9 LAPTOP#DESIGN_FEATURES 2 5,8]; 	{ 1 -1,-1 8,9 ;}
laptop_quad_test	269.0	first time chromebook user , and this has been my favorite laptop ever .	10,11; 	10,11:[11,12 LAPTOP#GENERAL 2 10,11]; 	{ 1 10,11 11,12 ;}
laptop_quad_test	270.0	i ' m been quite pleased at how well the chromebook has worked for all these tasks .	5,6; 	5,6:[10,11 LAPTOP#OPERATION_PERFORMANCE 2 5,6]; 	{ 1 5,6 10,11 ;}
laptop_quad_test	271.0	as for software , chromeos is a decent thin - client operating system which can do more than most people think .	7,8; 	7,8:[4,5 OS#USABILITY 2 7,8]; 	{ 1 7,8 4,5 ; 1 7,8 10,13 ;}
laptop_quad_test	272.0	i was hesitant at first because of the price , but i have to say that this is honestly an amazing machine .	2,3; 20,21; 	2,3:[-1,-1 LAPTOP#PRICE 1 2,3]; 20,21:[21,22 LAPTOP#GENERAL 2 20,21]; 	{ 1 20,21 21,22 ;}
laptop_quad_test	273.0	secondly , this is a really aesthetically pleasing machine .	7,8; 	7,8:[8,9 LAPTOP#DESIGN_FEATURES 2 7,8]; 	{ 1 7,8 8,9 ;}
laptop_quad_test	274.0	there are , as with everything , several growth opportunities for this model .	-1,-1; 	-1,-1:[12,13 LAPTOP#GENERAL 1 -1,-1]; 	{ 1 -1,-1 8,10 ;}
laptop_quad_test	275.0	secondly , the trackpad feels a bit delicate .	7,8; 	7,8:[3,4 KEYBOARD#QUALITY 0 7,8]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	276.0	the battery is good .	3,4; 	3,4:[1,2 BATTERY#GENERAL 2 3,4]; 	{ 1 3,4 1,2 ;}
laptop_quad_test	277.0	if you are looking for a laptop to check emails , watch movies , to shop , basic documentation , then this is an ideal one .	24,25; 	24,25:[6,7 LAPTOP#OPERATION_PERFORMANCE 2 24,25]; 	{ 1 24,25 -1,-1 ;}
laptop_quad_test	278.0	i have had q & a on this chromebook asking if it will download ms office .	-1,-1; 	-1,-1:[8,9 LAPTOP#USABILITY 1 -1,-1]; 	{ 0 -1,-1 -1,-1 ;}
laptop_quad_test	279.0	battery seems to be pretty good .	5,6; 	5,6:[0,1 BATTERY#GENERAL 2 5,6]; 	{ 1 5,6 0,1 ;}
laptop_quad_test	280.0	with the slow celeron processor , browsing does not feel snappy .	2,3; 	2,3:[3,5 CPU#OPERATION_PERFORMANCE 0 2,3]; 	{ -1 2,3 6,7 ; -1 2,3 3,5 ;}
laptop_quad_test	281.0	this is my second chromebook and my next purchase will be a chromebase to replace my home pc .	-1,-1; 	-1,-1:[4,5 LAPTOP#GENERAL 1 -1,-1]; 	{ 0 -1,-1 12,13 ; 0 -1,-1 16,17 ;}
laptop_quad_test	282.0	it does everything that i need and is surprisingly fast .	9,10; 	9,10:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 9,10]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	283.0	i want to cry because this doesn ' t support google play store !	-1,-1; 	-1,-1:[-1,-1 LAPTOP#DESIGN_FEATURES 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	284.0	i ' m a graphic designer / gamer and my creative software operates with no problems and i ' m able to play the sims 4 and world of warcraft on very high settings with no problems at all .	-1,-1; 	-1,-1:[4,5 GRAPHICS#OPERATION_PERFORMANCE 2 -1,-1]; 	{ 1 15,16 11,12 ;}
laptop_quad_test	285.0	this is a huge plus !	-1,-1; 	-1,-1:[-1,-1 LAPTOP#PORTABILITY 2 -1,-1]; 	{ 1 -1,-1 3,4 ;}
laptop_quad_test	286.0	- drives are now solid state drive .	-1,-1; 	-1,-1:[4,7 HARD_DISC#GENERAL 1 -1,-1]; 	{ 1 4,5 1,2 ; 1 4,5 5,7 ;}
laptop_quad_test	287.0	- new built - in speakers .	1,2; 	1,2:[5,6 MULTIMEDIA_DEVICES#DESIGN_FEATURES 2 1,2]; 	{ 0 -1,-1 5,6 ;}
laptop_quad_test	288.0	- no dvd drive .	-1,-1; 	-1,-1:[2,4 MULTIMEDIA_DEVICES#GENERAL 0 -1,-1]; 	{ -1 3,4 2,3 ;}
laptop_quad_test	289.0	i couldn ' t drag - and - drop items in it , but after i changed the behavior in settings , everything went well from there .	24,25; 	24,25:[-1,-1 HARDWARE#OPERATION_PERFORMANCE 1 24,25]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	290.0	it is pretty light if you are coming from any other laptop .	3,4; 	3,4:[-1,-1 LAPTOP#PORTABILITY 2 3,4]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	291.0	very sharp screen and good viewing angles .	1,2; 4,5; 	1,2:[2,3 DISPLAY#GENERAL 2 1,2]; 4,5:[2,3 DISPLAY#GENERAL 2 4,5]; 	{ 1 4,5 5,7 ;}
laptop_quad_test	292.0	something about os x running with a high resolution display just looks classy in a way that a windows computer could never match .	12,13; 	12,13:[2,4 OS#GENERAL 2 12,13, 9,10 DISPLAY#OPERATION_PERFORMANCE 2 12,13]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	293.0	no complaints here .	-1,-1; 	-1,-1:[-1,-1 BATTERY#GENERAL 2 -1,-1]; 	{ 1 1,2 -1,-1 ;}
laptop_quad_test	294.0	this computer is blazing fast .	4,5; 	4,5:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 4,5]; 	{ 1 -1,-1 1,2 ;}
laptop_quad_test	295.0	with os x yosemite , the os is very refined and elegant .	9,10; 11,12; 	9,10:[1,4 OS#OPERATION_PERFORMANCE 2 9,10, 1,2 OS#OPERATION_PERFORMANCE 2 9,10]; 11,12:[1,4 OS#OPERATION_PERFORMANCE 2 11,12, 1,2 OS#OPERATION_PERFORMANCE 2 11,12]; 	{ 1 11,12 6,7 ;}
laptop_quad_test	296.0	the laptop works great and the package was delivered on time .	3,4; -1,-1; 	3,4:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; -1,-1:[6,7 SHIPPING#GENERAL 2 -1,-1]; 	{ 1 -1,-1 6,7 ;}
laptop_quad_test	297.0	this thing is fast and efficient .	3,4; 5,6; 	3,4:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 5,6:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 5,6]; 	{ 1 5,6 -1,-1 ;}
laptop_quad_test	298.0	this computer is very high quality , do not believe anything on the market can touch it .	4,5; 	4,5:[1,2 LAPTOP#QUALITY 2 4,5]; 	{ 1 -1,-1 1,2 ; 1 -1,-1 -1,-1 ;}
laptop_quad_test	299.0	the backlighting is comparable , but the mbp gets brighter .	3,4; 9,10; 	3,4:[1,2 KEYBOARD#GENERAL 2 3,4]; 9,10:[7,8 KEYBOARD#DESIGN_FEATURES 2 9,10]; 	{ 1 -1,-1 7,8 ;}
laptop_quad_test	300.0	the thunderbolt ports are a nice thing to have on the mbp .	5,6; 	5,6:[1,3 PORTS#DESIGN_FEATURES 2 5,6]; 	{ 1 5,6 1,3 ;}
laptop_quad_test	301.0	the best laptop i ' ve owned .	1,2; 	1,2:[2,3 LAPTOP#GENERAL 2 1,2]; 	{ 1 1,2 2,3 ;}
laptop_quad_test	302.0	bought it for my grandson for college and he loves it .	9,10; 	9,10:[-1,-1 LAPTOP#GENERAL 2 9,10]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	303.0	overall , this is an excellent machine .	5,6; 	5,6:[6,7 LAPTOP#GENERAL 2 5,6]; 	{ 1 -1,-1 5,7 ;}
laptop_quad_test	304.0	good durability , outstanding performance and portability .	0,1; 3,4; 	0,1:[1,2 LAPTOP#QUALITY 2 0,1]; 3,4:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 3,4, 6,7 LAPTOP#PORTABILITY 2 3,4]; 	{ 1 0,1 1,2 ;}
laptop_quad_test	305.0	response is excellent .	2,3; 	2,3:[0,1 LAPTOP#OPERATION_PERFORMANCE 2 2,3]; 	{ 1 2,3 0,1 ;}
laptop_quad_test	306.0	- battery life appears to be excellent	6,7; 	6,7:[1,3 BATTERY#GENERAL 2 6,7]; 	{ 1 6,7 1,3 ;}
laptop_quad_test	307.0	- laptop is light .	3,4; 	3,4:[1,2 LAPTOP#PORTABILITY 2 3,4]; 	{ 1 3,4 1,2 ;}
laptop_quad_test	308.0	- generous selection of ports ( this is in reference to the newer model )	1,2; 	1,2:[4,5 PORTS#DESIGN_FEATURES 2 1,2]; 	{ 1 1,2 2,3 ;}
laptop_quad_test	309.0	- laptop is sleek and dare i say , sexy	3,4; 9,10; 	3,4:[1,2 LAPTOP#DESIGN_FEATURES 2 3,4]; 9,10:[1,2 LAPTOP#DESIGN_FEATURES 2 9,10]; 	{ 1 9,10 -1,-1 ;}
laptop_quad_test	310.0	i enjoy the processing speed of this model .	1,2; 	1,2:[7,8 CPU#OPERATION_PERFORMANCE 2 1,2]; 	{ 1 -1,-1 3,5 ;}
laptop_quad_test	311.0	fast shipping , product exactly as described , authentic apple , new , factory sealed in box .	0,1; 11,12; 	0,1:[1,2 SHIPPING#QUALITY 2 0,1]; 11,12:[3,4 LAPTOP#GENERAL 2 11,12]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	312.0	loving the sharp display and the track pad .	0,1; 	0,1:[3,4 DISPLAY#QUALITY 2 0,1, 6,8 KEYBOARD#GENERAL 2 0,1]; 	{ 1 -1,-1 3,4 ; 1 -1,-1 6,8 ;}
laptop_quad_test	313.0	i am in love with how light and speedy it is .	3,4; 6,7; 8,9; 	3,4:[-1,-1 LAPTOP#DESIGN_FEATURES 2 3,4, -1,-1 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 6,7:[-1,-1 LAPTOP#DESIGN_FEATURES 2 6,7]; 8,9:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 8,9]; 	{ 1 8,9 -1,-1 ;}
laptop_quad_test	314.0	i love this macbook .	1,2; 	1,2:[3,4 LAPTOP#GENERAL 2 1,2]; 	{ 1 -1,-1 3,4 ;}
laptop_quad_test	315.0	great product	0,1; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; 	{ 1 0,1 1,2 ;}
laptop_quad_test	316.0	this is an amazing computer i bought from cellelectronics .	3,4; 	3,4:[4,5 LAPTOP#GENERAL 2 3,4]; 	{ 1 3,4 4,5 ;}
laptop_quad_test	317.0	they put a lot of thought and work into making sure that the hardware and software work real well together .	-1,-1; 18,19; 	-1,-1:[-1,-1 COMPANY#GENERAL 2 -1,-1]; 18,19:[13,14 HARDWARE#GENERAL 2 18,19, 15,16 SOFTWARE#GENERAL 2 18,19]; 	{ 1 -1,-1 13,17 ;}
laptop_quad_test	318.0	obviously great computer	1,2; 	1,2:[2,3 LAPTOP#GENERAL 2 1,2]; 	{ 1 1,2 2,3 ;}
laptop_quad_test	319.0	very nice laptop , i love its portable feature and the running speed is very fast .	1,2; 5,6; 15,16; 	1,2:[2,3 LAPTOP#GENERAL 2 1,2]; 5,6:[-1,-1 LAPTOP#PORTABILITY 2 5,6]; 15,16:[11,13 CPU#OPERATION_PERFORMANCE 2 15,16]; 	{ 1 1,2 2,3 ;}
laptop_quad_test	320.0	the only issue i have with it ( and hence the four star rating ) is the battery life .	-1,-1; 	-1,-1:[17,19 BATTERY#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 17,19 ;}
laptop_quad_test	321.0	it is thinner , and lighter .	2,3; 5,6; 	2,3:[-1,-1 LAPTOP#DESIGN_FEATURES 2 2,3]; 5,6:[-1,-1 LAPTOP#DESIGN_FEATURES 2 5,6]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	322.0	awesome computer .	0,1; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; 	{ 1 0,1 1,2 ;}
laptop_quad_test	323.0	the shipping was fast and the seller was great	3,4; 8,9; 	3,4:[1,2 SHIPPING#OPERATION_PERFORMANCE 2 3,4]; 8,9:[6,7 SUPPORT#GENERAL 2 8,9]; 	{ 1 8,9 6,7 ;}
laptop_quad_test	324.0	the mac is great besides a chip under the mouse pad .	3,4; -1,-1; 	3,4:[1,2 LAPTOP#GENERAL 2 3,4]; -1,-1:[6,7 KEYBOARD#DESIGN_FEATURES 0 -1,-1]; 	{ 1 3,4 1,2 ;}
laptop_quad_test	325.0	the design is beautiful and the force feedback track pad is amazing .	3,4; 11,12; 	3,4:[1,2 LAPTOP#DESIGN_FEATURES 2 3,4]; 11,12:[8,10 KEYBOARD#GENERAL 2 11,12]; 	{ 1 3,4 1,2 ;}
laptop_quad_test	326.0	yeah the new mac book is lighter and only a little small but the internals are a lot slower .	6,7; 18,19; 	6,7:[3,5 LAPTOP#DESIGN_FEATURES 2 6,7]; 18,19:[14,15 HARDWARE#DESIGN_FEATURES 0 18,19]; 	{ -1 -1,-1 14,15 ;}
laptop_quad_test	327.0	love this computer !	0,1; 	0,1:[1,3 LAPTOP#GENERAL 2 0,1]; 	{ 1 -1,-1 2,3 ;}
laptop_quad_test	328.0	force touch trackpad , pretty freakin awesome .	6,7; 	6,7:[2,3 KEYBOARD#GENERAL 2 6,7]; 	{ 1 6,7 -1,-1 ;}
laptop_quad_test	329.0	works like a charm and the retina display is super gorgeous .	10,11; 	10,11:[6,8 DISPLAY#OPERATION_PERFORMANCE 2 10,11]; 	{ 1 10,11 6,8 ;}
laptop_quad_test	330.0	the laptop arrived in excellent condition .	4,5; 	4,5:[-1,-1 SHIPPING#OPERATION_PERFORMANCE 2 4,5]; 	{ 1 4,5 1,2 ;}
laptop_quad_test	331.0	i absolutely love the programs that come with it ; how the mac itself functions , the appearance and quality of the mac .	2,3; 	2,3:[4,5 SOFTWARE#GENERAL 2 2,3]; 	{ 1 -1,-1 4,5 ;}
laptop_quad_test	332.0	battery life thus far isn ' t nearly as long as i thought it would be , based upon video reviews of this model and item description .	-1,-1; 	-1,-1:[0,2 BATTERY#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 0,2 ;}
laptop_quad_test	333.0	this macbook is such a blessing and i would feel somewhat lost without it .	5,6; 	5,6:[1,2 LAPTOP#GENERAL 2 5,6]; 	{ 1 5,6 1,2 ;}
laptop_quad_test	334.0	if you ' re considering getting this macbook , proceed with confidence .	-1,-1; 	-1,-1:[7,8 LAPTOP#GENERAL 2 -1,-1]; 	{ 1 11,12 -1,-1 ;}
laptop_quad_test	335.0	the ss hard drive has next to zero lag over traditional drives .	-1,-1; 	-1,-1:[1,4 HARD_DISC#OPERATION_PERFORMANCE 2 -1,-1]; 	{ 1 -1,-1 1,4 ; 1 -1,-1 11,12 ;}
laptop_quad_test	336.0	it ' s far away from meeting my expectations .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	337.0	i really like how it isn ' t bulky .	2,3; 	2,3:[-1,-1 LAPTOP#DESIGN_FEATURES 2 2,3]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	338.0	great price and customer service	0,1; 	0,1:[-1,-1 LAPTOP#PRICE 2 0,1, 3,5 SUPPORT#GENERAL 2 0,1]; 	{ 1 0,1 -1,-1 ;}
laptop_quad_test	339.0	however , i have an iphone and an ipad and the macbook does a great job syncing up everything on all three devises .	14,15; 	14,15:[11,12 LAPTOP#USABILITY 2 14,15]; 	{ 1 14,15 -1,-1 ;}
laptop_quad_test	340.0	laptop works perfect however i did get a used charger that only lasted a week .	2,3; -1,-1; 	2,3:[0,1 LAPTOP#OPERATION_PERFORMANCE 2 2,3]; -1,-1:[9,10 POWER_SUPPLY#QUALITY 0 -1,-1]; 	{ 1 2,3 0,1 ;}
laptop_quad_test	341.0	awesome machine .	0,1; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; 	{ 1 0,1 1,2 ;}
laptop_quad_test	342.0	costs a few bucks $ $ $ more but apple products are the best on the market .	13,14; 	13,14:[9,11 COMPANY#GENERAL 2 13,14]; 	{ 1 13,14 10,11 ;}
laptop_quad_test	343.0	this computer is great for playing videos in a classroom setting of 10 people , connecting to an hdmi tv to show videos and powerpoints , and has a fantastic battery life .	3,4; 29,30; 	3,4:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 29,30:[30,32 BATTERY#QUALITY 2 29,30]; 	{ 1 3,4 1,2 ;}
laptop_quad_test	344.0	great price .	0,1; 	0,1:[-1,-1 LAPTOP#PRICE 2 0,1]; 	{ 1 0,1 -1,-1 ;}
laptop_quad_test	345.0	great computer !	0,1; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; 	{ 1 0,1 1,2 ;}
laptop_quad_test	346.0	i ' ve been using this laptop for 1 year and no issues with the deliver nor the computer .	-1,-1; 	-1,-1:[18,19 LAPTOP#GENERAL 2 -1,-1]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	347.0	great prodcut	0,1; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; 	{ 1 0,1 1,2 ;}
laptop_quad_test	348.0	i did not like the new 2016 model due to the lack of ports and magsafe connector .	2,4; 	2,4:[6,8 LAPTOP#DESIGN_FEATURES 0 2,4]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	349.0	shipping was fast and product came as described .	2,3; -1,-1; 	2,3:[0,1 SHIPPING#OPERATION_PERFORMANCE 2 2,3]; -1,-1:[4,5 LAPTOP#GENERAL 2 -1,-1]; 	{ 1 -1,-1 0,1 ;}
laptop_quad_test	350.0	apple updates are easy .	3,4; 	3,4:[0,2 SOFTWARE#USABILITY 2 3,4]; 	{ 1 3,4 0,2 ;}
laptop_quad_test	351.0	it arrived in great condition , and it ' s been working perfectly for me since i got it .	3,4; 12,13; 	3,4:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 12,13:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 12,13]; 	{ 1 3,4 -1,-1 ;}
laptop_quad_test	352.0	high quaility computer in every way .	0,1; 	0,1:[2,3 LAPTOP#QUALITY 2 0,1]; 	{ 1 -1,-1 1,3 ;}
laptop_quad_test	353.0	i like this machine quite a bit .	1,2; 	1,2:[3,4 LAPTOP#GENERAL 2 1,2]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	354.0	i was initially a little nervous as the system was somewhat glitchy for the first couple of weeks , seemed to be a problem with the chrome os because it was fixed by the next update .	5,6; -1,-1; 	5,6:[8,9 OS#USABILITY 1 5,6]; -1,-1:[26,29 OS#QUALITY 0 -1,-1]; 	{ -1 -1,-1 8,9 ;}
laptop_quad_test	355.0	took a week or so to get used to , but love it now .	11,12; 	11,12:[-1,-1 LAPTOP#GENERAL 2 11,12]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	356.0	screen stays in whatever position you put it solidly enough to use the touchscreen .	-1,-1; 	-1,-1:[0,1 DISPLAY#DESIGN_FEATURES 1 -1,-1]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	357.0	battery : solid .	2,3; 	2,3:[0,1 BATTERY#QUALITY 2 2,3]; 	{ 1 2,3 -1,-1 ;}
laptop_quad_test	358.0	- speakers are a little tinny ( though the volume is awesome ) and it ' s not possible to customize the equalizer on the chrome os right now : (	5,6; 11,12; -1,-1; 	5,6:[1,2 MULTIMEDIA_DEVICES#DESIGN_FEATURES 0 5,6]; 11,12:[1,2 MULTIMEDIA_DEVICES#QUALITY 2 11,12]; -1,-1:[25,27 OS#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 4,5 ;}
laptop_quad_test	359.0	i mean , if you want a true tablet , buy a true tablet - - this did honestly keep me from investing in a kindle as i was planning to .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#DESIGN_FEATURES 0 -1,-1]; 	{ 1 18,19 -1,-1 ;}
laptop_quad_test	360.0	i love that it is only as big as it needs to be to have a full - size keyboard ( not with a number pad , but full - sized keys ) .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#DESIGN_FEATURES 2 -1,-1, 19,20 KEYBOARD#DESIGN_FEATURES 2 -1,-1]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	361.0	update it as soon as you turn it on !	-1,-1; 	-1,-1:[-1,-1 SOFTWARE#USABILITY 1 -1,-1]; 	{ 0 -1,-1 -1,-1 ;}
laptop_quad_test	362.0	my trusty windows 7 laptop was on its last leg and i opted to try something new .	-1,-1; 	-1,-1:[2,5 LAPTOP#GENERAL 1 -1,-1]; 	{ -1 -1,-1 9,10 ;}
laptop_quad_test	363.0	however , it comes with 100 gb of free google drive online storage .	-1,-1; 	-1,-1:[9,13 HARD_DISC#DESIGN_FEATURES 2 -1,-1]; 	{ 1 8,9 9,13 ;}
laptop_quad_test	364.0	the touchscreen looks good and is responsive , and the keyboard is nice .	3,4; 6,7; 12,13; 	3,4:[1,2 DISPLAY#GENERAL 2 3,4]; 6,7:[1,2 DISPLAY#OPERATION_PERFORMANCE 2 6,7]; 12,13:[10,11 KEYBOARD#GENERAL 2 12,13]; 	{ 1 12,13 10,11 ;}
laptop_quad_test	365.0	people who complain that chromebooks are useless without internet access clearly are narrow minded and simply not thinking outside the box .	-1,-1; 	-1,-1:[8,10 PORTS#GENERAL 2 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	366.0	so i went to install my favorite screenwriting app , trelby , only to find its not available .	6,7; 	6,7:[7,9 SOFTWARE#GENERAL 2 6,7]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	367.0	maybe this thing does suck without an internet connection .	4,5; 	4,5:[-1,-1 LAPTOP#CONNECTIVITY 0 4,5]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	368.0	and just like that , i realized that i can use my studio desktop wherever i want , whenever i want .	-1,-1; 	-1,-1:[12,14 LAPTOP#GENERAL 1 -1,-1]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	369.0	it does make quite a loud click when you depress the button .	-1,-1; 	-1,-1:[-1,-1 KEYBOARD#DESIGN_FEATURES 0 -1,-1]; 	{ -1 -1,-1 6,7 ;}
laptop_quad_test	370.0	overall : i like it and am happy for paying a bit over $ 200 for the 4gb model ( at the time of writing this , it sells for $ 220 new ) .	3,4; 	3,4:[18,19 LAPTOP#PRICE 2 3,4]; 	{ 1 7,8 -1,-1 ;}
laptop_quad_test	371.0	one plus i ' m particularly happy about : a quiet fan - less device that doesn ' t heat up too much !	6,7; 10,11; 	6,7:[11,15 FANS&COOLING#QUALITY 2 6,7]; 10,11:[11,15 FANS&COOLING#QUALITY 2 10,11]; 	{ 1 6,7 -1,-1 ;}
laptop_quad_test	372.0	i have to say , i was somewhat hesitant purchasing this chromebook mainly because of some of the reviews .	8,9; 	8,9:[11,12 LAPTOP#QUALITY 0 8,9]; 	{ -1 8,9 9,10 ;}
laptop_quad_test	373.0	due to the excellent return policy on prime i decided to purchase this .	3,4; 	3,4:[4,6 SUPPORT#GENERAL 2 3,4]; 	{ 1 3,4 4,6 ;}
laptop_quad_test	374.0	i downloaded pandora and listened to all my stations at 3 / 4 volume and it sounded fine .	17,18; 	17,18:[-1,-1 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 2 17,18]; 	{ 1 17,18 10,14 ;}
